datetime,symbol,title,sentiment_score,sentiment_label
2025-11-18T10:50:33.267635Z,CARDANO,Whales reduce exposure to CARDANO,0.0,neutral
2025-07-14T22:43:33.267644Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-09-07T18:50:33.267652Z,CARDANO,CARDANO experiences unusual volatility spike,0.0,neutral
2025-11-01T05:27:33.267659Z,CARDANO,CARDANO experiences unusual volatility spike,0.0,neutral
2025-11-04T15:28:33.267667Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-09-26T07:35:33.267675Z,CARDANO,CARDANO shows no major price movement today,-0.296,negative
2025-11-01T19:26:33.267683Z,CARDANO,Negative sentiment grows around CARDANO,-0.5719,negative
2025-07-21T20:41:33.267690Z,CARDANO,Investors show strong confidence in CARDANO,0.765,positive
2025-10-31T06:32:33.267698Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-10-12T04:29:33.267705Z,CARDANO,Negative sentiment grows around CARDANO,-0.5719,negative
2025-07-12T02:11:33.267713Z,CARDANO,CARDANO sees declining trading activity,0.0,neutral
2025-10-10T02:48:33.267721Z,CARDANO,CARDANO adoption rises sharply as institutions enter,0.0,neutral
2025-11-03T10:40:33.267729Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-07-29T07:10:33.267736Z,CARDANO,CARDANO sees declining trading activity,0.0,neutral
2025-11-20T14:47:33.267744Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-10-31T18:46:33.267752Z,CARDANO,Liquidity for CARDANO increases significantly,0.0,neutral
2025-10-18T09:32:33.267759Z,CARDANO,CARDANO drops after heavy selling pressure,-0.296,negative
2025-08-28T18:04:33.267768Z,CARDANO,CARDANO drops after heavy selling pressure,-0.296,negative
2025-08-25T19:05:33.267776Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-11-22T12:07:33.267784Z,CARDANO,CARDANO experiences unusual volatility spike,0.0,neutral
2025-11-05T02:44:33.267791Z,CARDANO,Whales accumulate large amounts of CARDANO,0.0,neutral
2025-11-08T12:06:33.267800Z,CARDANO,Analysts predict upward movement for CARDANO,0.0,neutral
2025-11-10T13:51:33.267807Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-09-26T08:53:33.267815Z,CARDANO,Liquidity for CARDANO increases significantly,0.0,neutral
2025-10-15T18:37:33.267822Z,CARDANO,Whales accumulate large amounts of CARDANO,0.0,neutral
2025-11-07T10:40:33.267830Z,CARDANO,CARDANO experiences unusual volatility spike,0.0,neutral
2025-08-01T12:22:33.267840Z,CARDANO,CARDANO underperforms compared to competitors,0.0,neutral
2025-07-22T07:10:33.267848Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-08-18T15:17:33.267856Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-11-10T18:02:33.267864Z,CARDANO,Whales reduce exposure to CARDANO,0.0,neutral
2025-07-28T22:41:33.267872Z,CARDANO,CARDANO shows a strong recovery after recent dip,0.5106,positive
2025-07-20T11:24:33.267881Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-08-17T21:45:33.267888Z,CARDANO,CARDANO faces short-term bearish correction,0.0,neutral
2025-10-16T17:44:33.267897Z,CARDANO,Analysts predict upward movement for CARDANO,0.0,neutral
2025-11-07T19:36:33.267905Z,CARDANO,CARDANO sees major spike in transaction activity,0.0,neutral
2025-08-09T09:26:33.267913Z,CARDANO,New upgrade boosts performance of CARDANO,0.3182,positive
2025-09-07T11:01:33.267921Z,CARDANO,Investors pull liquidity from CARDANO markets,0.0,neutral
2025-11-01T13:18:33.267928Z,CARDANO,CARDANO receives strong community support,0.7184,positive
2025-09-24T08:56:33.267936Z,CARDANO,CARDANO sees declining trading activity,0.0,neutral
2025-09-20T19:00:33.267943Z,CARDANO,Liquidity for CARDANO increases significantly,0.0,neutral
2025-09-23T06:52:33.267951Z,CARDANO,CARDANO shows a strong recovery after recent dip,0.5106,positive
2025-11-14T03:17:33.267960Z,CARDANO,Technical indicators show weakness for CARDANO,-0.4215,negative
2025-07-18T12:38:33.267968Z,CARDANO,CARDANO drops after heavy selling pressure,-0.296,negative
2025-10-26T02:33:33.267975Z,CARDANO,CARDANO gains traction in global markets,0.34,positive
2025-08-05T15:29:33.267984Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-10-03T13:42:33.267991Z,CHAINLINK,CHAINLINK adoption rises sharply as institutions enter,0.0,neutral
2025-08-30T10:49:33.267999Z,CHAINLINK,CHAINLINK shows a strong recovery after recent dip,0.5106,positive
2025-09-03T04:54:33.268007Z,CHAINLINK,CHAINLINK experiences a calm trading session,0.3182,positive
2025-09-15T21:08:33.268015Z,CHAINLINK,Whales accumulate large amounts of CHAINLINK,0.0,neutral
2025-08-20T20:31:33.268022Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-11-22T14:25:33.268030Z,CHAINLINK,CHAINLINK adoption rises sharply as institutions enter,0.0,neutral
2025-07-19T08:44:33.268037Z,CHAINLINK,CHAINLINK ecosystem expands with new partnerships,0.1027,positive
2025-10-30T01:41:33.268045Z,CHAINLINK,Market uncertainty pushes CHAINLINK downward,-0.34,negative
2025-09-26T20:23:33.268054Z,CHAINLINK,CHAINLINK ecosystem expands with new partnerships,0.1027,positive
2025-09-06T11:07:33.268062Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-08-08T05:47:33.268070Z,CHAINLINK,Negative sentiment grows around CHAINLINK,-0.5719,negative
2025-11-21T13:45:33.268079Z,CHAINLINK,CHAINLINK faces short-term bearish correction,0.0,neutral
2025-10-24T03:13:33.268086Z,CHAINLINK,Whales accumulate large amounts of CHAINLINK,0.0,neutral
2025-10-31T06:22:33.268094Z,CHAINLINK,Analysts predict upward movement for CHAINLINK,0.0,neutral
2025-11-17T13:58:33.268102Z,CHAINLINK,Investors show strong confidence in CHAINLINK,0.765,positive
2025-10-20T15:36:33.268109Z,CHAINLINK,Whales reduce exposure to CHAINLINK,0.0,neutral
2025-08-17T19:40:33.268117Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-11-18T21:30:33.268124Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-10-28T09:02:33.268132Z,CHAINLINK,CHAINLINK underperforms compared to competitors,0.0,neutral
2025-10-08T17:47:33.268140Z,CHAINLINK,CHAINLINK receives strong community support,0.7184,positive
2025-07-11T09:50:33.268147Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-10-27T07:12:33.268155Z,CHAINLINK,Negative sentiment grows around CHAINLINK,-0.5719,negative
2025-09-24T09:56:33.268162Z,CHAINLINK,CHAINLINK sees major spike in transaction activity,0.0,neutral
2025-08-05T03:30:33.268170Z,CHAINLINK,CHAINLINK shows a strong recovery after recent dip,0.5106,positive
2025-08-30T12:34:33.268178Z,CHAINLINK,CHAINLINK experiences strong bullish momentum,0.5106,positive
2025-09-05T11:32:33.268185Z,CHAINLINK,Regulatory pressure negatively impacts CHAINLINK,-0.296,negative
2025-08-13T02:24:33.268194Z,CHAINLINK,CHAINLINK experiences unusual volatility spike,0.0,neutral
2025-11-07T14:34:33.268202Z,CHAINLINK,CHAINLINK underperforms compared to competitors,0.0,neutral
2025-09-16T06:40:33.268209Z,CHAINLINK,CHAINLINK shows a strong recovery after recent dip,0.5106,positive
2025-07-16T04:55:33.268218Z,CHAINLINK,Investors pull liquidity from CHAINLINK markets,0.0,neutral
2025-08-22T14:57:33.268226Z,CHAINLINK,CHAINLINK receives strong community support,0.7184,positive
2025-07-31T16:37:33.268234Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-07-18T19:16:33.268249Z,CHAINLINK,CHAINLINK ecosystem expands with new partnerships,0.1027,positive
2025-09-09T15:06:33.268257Z,CHAINLINK,Whales reduce exposure to CHAINLINK,0.0,neutral
2025-09-27T02:23:33.268265Z,CHAINLINK,Market uncertainty pushes CHAINLINK downward,-0.34,negative
2025-10-29T07:51:33.268273Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-07-24T05:41:33.268280Z,CHAINLINK,Market activity around CHAINLINK remains stable,0.296,positive
2025-11-18T05:39:33.268288Z,CHAINLINK,CHAINLINK sees declining trading activity,0.0,neutral
2025-07-21T05:14:33.268295Z,CHAINLINK,Whales reduce exposure to CHAINLINK,0.0,neutral
2025-07-27T16:53:33.268303Z,CHAINLINK,CHAINLINK sees major spike in transaction activity,0.0,neutral
2025-11-05T21:32:33.268310Z,CHAINLINK,CHAINLINK drops after heavy selling pressure,-0.296,negative
2025-11-19T16:38:33.268318Z,CHAINLINK,CHAINLINK sees declining trading activity,0.0,neutral
2025-07-14T04:56:33.268328Z,CHAINLINK,CHAINLINK experiences unusual volatility spike,0.0,neutral
2025-07-31T06:41:33.268339Z,CHAINLINK,Analysts predict upward movement for CHAINLINK,0.0,neutral
2025-08-31T21:17:33.268347Z,CHAINLINK,CHAINLINK drops after heavy selling pressure,-0.296,negative
2025-11-10T07:35:33.268355Z,CHAINLINK,Liquidity for CHAINLINK increases significantly,0.0,neutral
2025-09-08T09:13:33.268363Z,CHAINLINK,CHAINLINK experiences strong bullish momentum,0.5106,positive
2025-11-16T14:35:33.268371Z,CHAINLINK,Regulatory pressure negatively impacts CHAINLINK,-0.296,negative
2025-08-03T07:49:33.268379Z,CHAINLINK,Whales reduce exposure to CHAINLINK,0.0,neutral
2025-08-12T20:06:33.268387Z,CHAINLINK,CHAINLINK receives strong community support,0.7184,positive
2025-08-01T17:15:33.268395Z,CHAINLINK,CHAINLINK experiences unusual volatility spike,0.0,neutral
2025-10-13T06:19:33.268402Z,CHAINLINK,CHAINLINK sees major spike in transaction activity,0.0,neutral
2025-11-13T12:18:33.268410Z,CHAINLINK,CHAINLINK sees major spike in transaction activity,0.0,neutral
2025-10-03T18:11:33.268418Z,CHAINLINK,Whales reduce exposure to CHAINLINK,0.0,neutral
2025-08-28T10:51:33.268425Z,CHAINLINK,CHAINLINK faces short-term bearish correction,0.0,neutral
2025-11-08T22:20:33.268433Z,CHAINLINK,CHAINLINK experiences strong bullish momentum,0.5106,positive
2025-09-30T01:31:33.268441Z,CHAINLINK,Market activity around CHAINLINK remains stable,0.296,positive
2025-07-14T17:12:33.268449Z,CHAINLINK,CHAINLINK shows a strong recovery after recent dip,0.5106,positive
2025-10-02T12:36:33.268456Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-10-23T14:19:33.268464Z,CHAINLINK,Whales accumulate large amounts of CHAINLINK,0.0,neutral
2025-09-03T16:25:33.268472Z,CHAINLINK,CHAINLINK surges amid renewed market optimism,0.5423,positive
2025-10-28T04:35:33.268482Z,CHAINLINK,CHAINLINK gains traction in global markets,0.34,positive
2025-08-12T18:51:33.268490Z,CHAINLINK,Negative sentiment grows around CHAINLINK,-0.5719,negative
2025-09-27T06:44:33.268498Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-09-04T04:41:33.268505Z,CHAINLINK,CHAINLINK experiences strong bullish momentum,0.5106,positive
2025-09-15T19:45:33.268513Z,CHAINLINK,Liquidity for CHAINLINK increases significantly,0.0,neutral
2025-08-01T04:07:33.268521Z,CHAINLINK,Technical indicators show weakness for CHAINLINK,-0.4215,negative
2025-07-18T11:49:33.268528Z,CHAINLINK,Analysts predict upward movement for CHAINLINK,0.0,neutral
2025-10-05T00:18:33.268536Z,CHAINLINK,CHAINLINK sees declining trading activity,0.0,neutral
2025-09-08T06:34:33.268544Z,CHAINLINK,New upgrade boosts performance of CHAINLINK,0.3182,positive
2025-08-21T11:56:33.268551Z,CHAINLINK,CHAINLINK faces short-term bearish correction,0.0,neutral
2025-11-06T16:01:33.268559Z,CHAINLINK,Whales accumulate large amounts of CHAINLINK,0.0,neutral
2025-08-26T12:10:33.268567Z,CHAINLINK,Analysts predict upward movement for CHAINLINK,0.0,neutral
2025-09-01T04:45:33.268574Z,CHAINLINK,Analysts predict upward movement for CHAINLINK,0.0,neutral
2025-08-18T00:41:33.268582Z,CHAINLINK,CHAINLINK underperforms compared to competitors,0.0,neutral
2025-07-22T11:14:33.268591Z,CHAINLINK,Liquidity for CHAINLINK increases significantly,0.0,neutral
2025-08-26T17:49:33.268599Z,CHAINLINK,Whales accumulate large amounts of CHAINLINK,0.0,neutral
2025-10-18T05:03:33.268607Z,CHAINLINK,CHAINLINK sees declining trading activity,0.0,neutral
2025-11-13T03:20:33.268616Z,CHAINLINK,CHAINLINK ecosystem expands with new partnerships,0.1027,positive
2025-08-07T07:21:33.268624Z,COSMOS,COSMOS experiences unusual volatility spike,0.0,neutral
2025-09-27T11:22:33.268633Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-11-23T00:21:33.268641Z,COSMOS,Regulatory pressure negatively impacts COSMOS,-0.296,negative
2025-11-16T01:29:33.268648Z,COSMOS,COSMOS receives strong community support,0.7184,positive
2025-09-03T12:13:33.268656Z,COSMOS,COSMOS underperforms compared to competitors,0.0,neutral
2025-09-30T07:22:33.268664Z,COSMOS,COSMOS receives strong community support,0.7184,positive
2025-11-18T18:03:33.268673Z,COSMOS,COSMOS shows a strong recovery after recent dip,0.5106,positive
2025-08-11T10:53:33.268681Z,COSMOS,Investors show strong confidence in COSMOS,0.765,positive
2025-07-18T18:33:33.268688Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-08-27T16:17:33.268696Z,COSMOS,Whales accumulate large amounts of COSMOS,0.0,neutral
2025-09-07T19:22:33.268704Z,COSMOS,COSMOS drops after heavy selling pressure,-0.296,negative
2025-11-21T01:32:33.268711Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-07-17T08:08:33.268719Z,COSMOS,Negative sentiment grows around COSMOS,-0.5719,negative
2025-10-19T00:22:33.268727Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-11-12T03:56:33.268734Z,COSMOS,COSMOS drops after heavy selling pressure,-0.296,negative
2025-11-07T06:27:33.268742Z,COSMOS,Regulatory pressure negatively impacts COSMOS,-0.296,negative
2025-08-13T15:54:33.268749Z,COSMOS,COSMOS experiences unusual volatility spike,0.0,neutral
2025-11-07T20:49:33.268757Z,COSMOS,COSMOS underperforms compared to competitors,0.0,neutral
2025-09-19T03:52:33.268765Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-07-18T13:25:33.268772Z,COSMOS,Investors pull liquidity from COSMOS markets,0.0,neutral
2025-11-08T12:14:33.268780Z,COSMOS,Market uncertainty pushes COSMOS downward,-0.34,negative
2025-10-04T17:42:33.268788Z,COSMOS,Whales accumulate large amounts of COSMOS,0.0,neutral
2025-11-07T03:43:33.268795Z,COSMOS,Investors show strong confidence in COSMOS,0.765,positive
2025-10-05T09:31:33.268803Z,COSMOS,Investors show strong confidence in COSMOS,0.765,positive
2025-10-24T16:51:33.268812Z,COSMOS,COSMOS experiences unusual volatility spike,0.0,neutral
2025-08-26T07:03:33.268820Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-11-25T06:21:33.268827Z,COSMOS,COSMOS receives strong community support,0.7184,positive
2025-08-20T04:49:33.268835Z,COSMOS,Negative sentiment grows around COSMOS,-0.5719,negative
2025-11-05T19:45:33.268844Z,COSMOS,COSMOS faces short-term bearish correction,0.0,neutral
2025-07-13T03:43:33.268856Z,COSMOS,Whales reduce exposure to COSMOS,0.0,neutral
2025-07-20T15:40:33.268864Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-07-24T00:59:33.268872Z,COSMOS,COSMOS ecosystem expands with new partnerships,0.1027,positive
2025-11-19T17:22:33.268879Z,COSMOS,COSMOS gains traction in global markets,0.34,positive
2025-09-27T00:03:33.268887Z,COSMOS,COSMOS gains traction in global markets,0.34,positive
2025-10-04T10:42:33.268895Z,COSMOS,COSMOS surges amid renewed market optimism,0.5423,positive
2025-11-10T17:11:33.268909Z,COSMOS,Investors show strong confidence in COSMOS,0.765,positive
2025-11-23T22:49:33.268916Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-07-25T21:46:33.268926Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-10-10T10:20:33.268933Z,COSMOS,COSMOS sees declining trading activity,0.0,neutral
2025-07-29T09:48:33.268941Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-08-27T16:46:33.268948Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-09-20T06:58:33.268956Z,COSMOS,New upgrade boosts performance of COSMOS,0.3182,positive
2025-10-08T09:52:33.268964Z,COSMOS,COSMOS experiences unusual volatility spike,0.0,neutral
2025-08-16T06:16:33.268972Z,COSMOS,COSMOS shows a strong recovery after recent dip,0.5106,positive
2025-08-02T01:09:33.268979Z,COSMOS,COSMOS sees declining trading activity,0.0,neutral
2025-09-05T21:16:33.268987Z,COSMOS,Market uncertainty pushes COSMOS downward,-0.34,negative
2025-11-08T14:40:33.268995Z,COSMOS,COSMOS drops after heavy selling pressure,-0.296,negative
2025-11-24T21:09:33.269002Z,COSMOS,COSMOS adoption rises sharply as institutions enter,0.0,neutral
2025-08-16T21:37:33.269010Z,COSMOS,Regulatory pressure negatively impacts COSMOS,-0.296,negative
2025-09-30T00:49:33.269018Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-08-26T01:59:33.269027Z,COSMOS,Liquidity for COSMOS increases significantly,0.0,neutral
2025-10-29T19:35:33.269034Z,COSMOS,Liquidity for COSMOS increases significantly,0.0,neutral
2025-07-22T23:07:33.269042Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-11-24T20:58:33.269049Z,COSMOS,New upgrade boosts performance of COSMOS,0.3182,positive
2025-10-29T02:56:33.269057Z,COSMOS,Market activity around COSMOS remains stable,0.296,positive
2025-11-23T13:52:33.269065Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-10-17T10:51:33.269074Z,COSMOS,Investors show strong confidence in COSMOS,0.765,positive
2025-10-24T21:36:33.269083Z,COSMOS,COSMOS sees major spike in transaction activity,0.0,neutral
2025-08-13T17:56:33.269091Z,COSMOS,COSMOS underperforms compared to competitors,0.0,neutral
2025-11-15T06:54:33.269099Z,COSMOS,COSMOS experiences strong bullish momentum,0.5106,positive
2025-07-27T14:01:33.269108Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-08-05T02:14:33.269116Z,COSMOS,Whales reduce exposure to COSMOS,0.0,neutral
2025-09-23T13:05:33.269123Z,COSMOS,COSMOS receives strong community support,0.7184,positive
2025-10-09T22:39:33.269131Z,COSMOS,COSMOS drops after heavy selling pressure,-0.296,negative
2025-07-30T09:28:33.269139Z,COSMOS,Negative sentiment grows around COSMOS,-0.5719,negative
2025-11-24T08:06:33.269146Z,COSMOS,COSMOS surges amid renewed market optimism,0.5423,positive
2025-10-31T19:31:33.269154Z,COSMOS,Whales reduce exposure to COSMOS,0.0,neutral
2025-08-06T03:19:33.269162Z,COSMOS,COSMOS ecosystem expands with new partnerships,0.1027,positive
2025-10-14T10:38:33.269170Z,COSMOS,COSMOS surges amid renewed market optimism,0.5423,positive
2025-08-13T09:01:33.269177Z,COSMOS,Liquidity for COSMOS increases significantly,0.0,neutral
2025-10-21T14:13:33.269185Z,COSMOS,New upgrade boosts performance of COSMOS,0.3182,positive
2025-09-28T22:16:33.269193Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-10-16T02:08:33.269200Z,COSMOS,COSMOS ecosystem expands with new partnerships,0.1027,positive
2025-10-13T21:19:33.269208Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-07-19T20:29:33.269217Z,COSMOS,COSMOS adoption rises sharply as institutions enter,0.0,neutral
2025-09-18T14:24:33.269225Z,COSMOS,Technical indicators show weakness for COSMOS,-0.4215,negative
2025-11-16T15:00:33.269233Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-10-20T16:30:33.269249Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-10-19T11:35:33.269258Z,COSMOS,Whales reduce exposure to COSMOS,0.0,neutral
2025-08-25T02:27:33.269266Z,COSMOS,Analysts predict upward movement for COSMOS,0.0,neutral
2025-11-03T20:12:33.269274Z,CRYPTOCOMCOIN,Regulatory pressure negatively impacts CRYPTOCOMCOIN,-0.296,negative
2025-09-03T22:27:33.269282Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN experiences unusual volatility spike,0.0,neutral
2025-08-05T14:08:33.269290Z,CRYPTOCOMCOIN,Whales accumulate large amounts of CRYPTOCOMCOIN,0.0,neutral
2025-08-20T16:11:33.269299Z,CRYPTOCOMCOIN,Regulatory pressure negatively impacts CRYPTOCOMCOIN,-0.296,negative
2025-11-03T20:09:33.269307Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN drops after heavy selling pressure,-0.296,negative
2025-11-16T20:42:33.269315Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN underperforms compared to competitors,0.0,neutral
2025-09-08T21:02:33.269322Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN adoption rises sharply as institutions enter,0.0,neutral
2025-08-12T11:04:33.269330Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN ecosystem expands with new partnerships,0.1027,positive
2025-10-12T20:10:33.269338Z,CRYPTOCOMCOIN,New upgrade boosts performance of CRYPTOCOMCOIN,0.3182,positive
2025-07-27T22:04:33.269346Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN receives strong community support,0.7184,positive
2025-11-22T19:24:33.269353Z,CRYPTOCOMCOIN,Investors show strong confidence in CRYPTOCOMCOIN,0.765,positive
2025-07-26T11:38:33.269362Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN receives strong community support,0.7184,positive
2025-11-05T03:26:33.269371Z,CRYPTOCOMCOIN,Investors pull liquidity from CRYPTOCOMCOIN markets,0.0,neutral
2025-11-08T19:04:33.269379Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN experiences a calm trading session,0.3182,positive
2025-08-02T23:05:33.269387Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN shows a strong recovery after recent dip,0.5106,positive
2025-09-07T06:08:33.269394Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN surges amid renewed market optimism,0.5423,positive
2025-09-17T05:40:33.269402Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN surges amid renewed market optimism,0.5423,positive
2025-09-21T00:05:33.269409Z,CRYPTOCOMCOIN,Market uncertainty pushes CRYPTOCOMCOIN downward,-0.34,negative
2025-11-08T00:13:33.269417Z,CRYPTOCOMCOIN,Negative sentiment grows around CRYPTOCOMCOIN,-0.5719,negative
2025-11-10T10:04:33.269425Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN adoption rises sharply as institutions enter,0.0,neutral
2025-11-06T06:55:33.269433Z,CRYPTOCOMCOIN,Market activity around CRYPTOCOMCOIN remains stable,0.296,positive
2025-08-24T20:54:33.269441Z,CRYPTOCOMCOIN,Technical indicators show weakness for CRYPTOCOMCOIN,-0.4215,negative
2025-11-15T02:15:33.269450Z,CRYPTOCOMCOIN,Regulatory pressure negatively impacts CRYPTOCOMCOIN,-0.296,negative
2025-07-11T05:18:33.269457Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN gains traction in global markets,0.34,positive
2025-07-22T23:31:33.269465Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN gains traction in global markets,0.34,positive
2025-10-31T20:07:33.269473Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN surges amid renewed market optimism,0.5423,positive
2025-10-13T21:05:33.269480Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN ecosystem expands with new partnerships,0.1027,positive
2025-08-27T05:28:33.269488Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN surges amid renewed market optimism,0.5423,positive
2025-07-20T03:20:33.269496Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN faces short-term bearish correction,0.0,neutral
2025-11-19T00:05:33.269503Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN sees major spike in transaction activity,0.0,neutral
2025-08-30T07:31:33.269511Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN underperforms compared to competitors,0.0,neutral
2025-11-18T22:57:33.269519Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN underperforms compared to competitors,0.0,neutral
2025-10-27T12:05:33.269526Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN underperforms compared to competitors,0.0,neutral
2025-08-27T13:17:33.269534Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN sees declining trading activity,0.0,neutral
2025-10-03T08:09:33.269542Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN shows no major price movement today,-0.296,negative
2025-09-25T23:58:33.269550Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN trades sideways with minimal volatility,0.0,neutral
2025-08-15T22:39:33.269559Z,CRYPTOCOMCOIN,New upgrade boosts performance of CRYPTOCOMCOIN,0.3182,positive
2025-09-19T10:18:33.269567Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN trades sideways with minimal volatility,0.0,neutral
2025-07-11T21:49:33.269575Z,CRYPTOCOMCOIN,Investors show strong confidence in CRYPTOCOMCOIN,0.765,positive
2025-11-09T07:33:33.269583Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN drops after heavy selling pressure,-0.296,negative
2025-09-20T17:28:33.269591Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN adoption rises sharply as institutions enter,0.0,neutral
2025-07-21T00:27:33.269603Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN underperforms compared to competitors,0.0,neutral
2025-09-02T13:34:33.269611Z,CRYPTOCOMCOIN,Analysts predict upward movement for CRYPTOCOMCOIN,0.0,neutral
2025-07-15T23:46:33.269620Z,CRYPTOCOMCOIN,Investors show strong confidence in CRYPTOCOMCOIN,0.765,positive
2025-11-16T07:38:33.269628Z,CRYPTOCOMCOIN,Regulatory pressure negatively impacts CRYPTOCOMCOIN,-0.296,negative
2025-09-28T01:30:33.269635Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN adoption rises sharply as institutions enter,0.0,neutral
2025-08-02T10:37:33.269643Z,CRYPTOCOMCOIN,Whales accumulate large amounts of CRYPTOCOMCOIN,0.0,neutral
2025-11-08T22:20:33.269651Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN faces short-term bearish correction,0.0,neutral
2025-08-20T18:20:33.269659Z,CRYPTOCOMCOIN,Analysts predict upward movement for CRYPTOCOMCOIN,0.0,neutral
2025-08-08T21:44:33.269666Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN receives strong community support,0.7184,positive
2025-10-29T16:12:33.269674Z,CRYPTOCOMCOIN,Whales accumulate large amounts of CRYPTOCOMCOIN,0.0,neutral
2025-08-01T14:09:33.269682Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN surges amid renewed market optimism,0.5423,positive
2025-08-13T04:56:33.269689Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN gains traction in global markets,0.34,positive
2025-09-18T07:54:33.269697Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN drops after heavy selling pressure,-0.296,negative
2025-07-16T17:28:33.269706Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN adoption rises sharply as institutions enter,0.0,neutral
2025-07-14T09:28:33.269713Z,CRYPTOCOMCOIN,Whales reduce exposure to CRYPTOCOMCOIN,0.0,neutral
2025-07-11T16:56:33.269721Z,CRYPTOCOMCOIN,CRYPTOCOMCOIN experiences a calm trading session,0.3182,positive
